title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
"A Review of Open-RAN Intelligence: Opportunities, Challenges, Real-Life Applications and Impacts","The dynamic nature of modern network settings presents challenges for traditional base stations, leading to inefficient resource utilisation. These issues are exacerbated by the unpredictability of network scenarios, such as unexpected hardware problems or sudden increases in user demand. More adaptive and intelligent systems that can handle these issues are becoming increasingly critical and essential. Open-RAN is an intelligent and adaptable mobile network architecture featuring learning-based capabilities and a software layer for adaptation that can incorporate AI and ML to optimise communication networks and improve resource efficiency. Hence, this article aims to systematically review intelligence for Open-RAN through the adoption of the RAN Intelligent Controller (RIC). This comprehensive review also includes (1) real-world use cases for various industries, (2) the potential use cases for various intelligent models in terms of 5G core, RAN and air interface, (3) the advantages and challenges of AI incorporation within Open-RAN, and (4) the societal, environmental and economic impact of Open-RAN intelligence. This article outlines the significance of intelligence in the context of Open-RAN and highlights potential use cases, examining their impact and presenting challenges for further exploration by researchers in the field.","[{'authorId': '2304786545', 'name': 'Haitham H. Mahmoud'}, {'authorId': '2320435239', 'name': 'De Mi'}, {'authorId': '2380139743', 'name': 'Adel Aneiba'}, {'authorId': '1573606621', 'name': 'Moad Idrissi'}, {'authorId': '2393822472', 'name': 'Gaurav Sharma'}, {'authorId': '1690137', 'name': 'C. Foh'}, {'authorId': '2293392561', 'name': 'Pei Xiao'}]",2025.0,ACM Computing Surveys,{'name': 'ACM Computing Surveys'},https://www.semanticscholar.org/paper/3021d6f6c5cca48095bd3082a1086d1d9e824014,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3777379?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3777379, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,99,,"['JournalArticle', 'Review']",,"{'DOI': '10.1145/3777379', 'CorpusId': 283152223}",0,"Haitham H. Mahmoud, De Mi, Adel Aneiba, Moad Idrissi, Gaurav Sharma, C. Foh, Pei Xiao","JournalArticle, Review","DOI:10.1145/3777379, CorpusId:283152223"
Exploring the usability of platforms for individuals with visual impairments: a systematic literature review,"The digital platform’s usability is crucial for users but is often overlooked for those with visual impairments. The study aims to review and analyze the usability of platforms for users with visual impairments. The study is a Systematic Literature Review (SLR) that adapts the preferred reporting items for Systematic Reviews and Meta-Analysis (PRISMA) model to review 49 out of 137 publications from 2019 to 2023 indexed in Scopus. Key themes emerging from the analysis include accessibility, navigation, daily activities, screen division layout, and audio guidance. The success of platform implementation is evaluated using the System Usability Scale (SUS), Think Aloud, and Heuristic Evaluation. Building upon the exploration of 49 findings and categorization, a subsequent search is conducted for similar studies that can reinforce the strength of the arguments presented in the 49 studies. The analysis in the study is examined through research questions to provide a comprehensive and in-depth insight into the use of technology to enhance the quality of daily life for users with visual impairment. In addition to evaluating the success of platform implementation and popular evaluation methods, the systematic literature review explores the evolution of assistive technologies over the reviewed period and identifies emerging trends. The study delves into the ethical considerations surrounding developing and implementing technologies catering to individuals with visual impairments. The research aims to contribute not only to the usability aspects but also to the responsible and inclusive advancement of technology for users with visual impairments. In conclusion, this systematic literature review provides a comprehensive overview of the current state of usability in platforms designed for individuals with visual impairments. The findings of this study contribute valuable insights for designers, developers, and policymakers to enhance the inclusivity of platforms for users with visual impairments. Recommendations based on the identified themes aim to guide future research and development, fostering continuous improvement in usability and user experience for this often-neglected user demographic.","[{'authorId': '40770106', 'name': 'Fahrobby Adnan'}, {'authorId': '2070311494', 'name': 'Januar Adi Putra'}, {'authorId': '2129257671', 'name': 'Maulida Dwi Agustiningsih'}, {'authorId': '2373173216', 'name': 'Eva Oktaviana'}, {'authorId': '2373169732', 'name': 'Nabila Anjani Robi’atul Adawiyah'}]",2025.0,Frontiers of Computer Science,{'name': 'Frontiers in Computer Science'},https://www.semanticscholar.org/paper/f8bd9d6d6773aaefeaec5dd570cc133bc4bfd607,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3389/fcomp.2025.1601621?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3389/fcomp.2025.1601621, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,50,,"['JournalArticle', 'Review']",,"{'DOI': '10.3389/fcomp.2025.1601621', 'CorpusId': 280194526}",0,"Fahrobby Adnan, Januar Adi Putra, Maulida Dwi Agustiningsih, Eva Oktaviana, Nabila Anjani Robi’atul Adawiyah","JournalArticle, Review","DOI:10.3389/fcomp.2025.1601621, CorpusId:280194526"
A scientometric review of research on built environment influence on public transportation demand,,"[{'authorId': '2240383614', 'name': 'Yuji Shi'}, {'authorId': '2365961792', 'name': 'Zan Zhang'}, {'authorId': '2239954561', 'name': 'Zhuofan Yan'}]",2025.0,Journal of Traffic and Transportation Engineering,{'name': 'Journal of Traffic and Transportation Engineering (English Edition)'},https://www.semanticscholar.org/paper/c9df4acc1beeee71b271354d515bcf2f1fbbf804,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.jtte.2024.01.003?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.jtte.2024.01.003, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",2,80,,"['JournalArticle', 'Review']",,"{'DOI': '10.1016/j.jtte.2024.01.003', 'CorpusId': 279215123}",0,"Yuji Shi, Zan Zhang, Zhuofan Yan","JournalArticle, Review","DOI:10.1016/j.jtte.2024.01.003, CorpusId:279215123"
CirDEF: Standardised Information Framework to address the Information Needs of Circularity Indicators,,"[{'authorId': '1518247044', 'name': 'Ravindu Kahandawa'}, {'authorId': '108586362', 'name': 'R. Jayasinghe'}, {'authorId': '2325996088', 'name': 'Kasun Gomis'}]",2025.0,Journal of Cleaner Production,{'name': 'Journal of Cleaner Production'},https://www.semanticscholar.org/paper/a38fb35d475debe55a045f73604ef6cb02a27386,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.jclepro.2025.145611?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.jclepro.2025.145611, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,49,,['JournalArticle'],,"{'DOI': '10.1016/j.jclepro.2025.145611', 'CorpusId': 278190453}",0,"Ravindu Kahandawa, R. Jayasinghe, Kasun Gomis",JournalArticle,"DOI:10.1016/j.jclepro.2025.145611, CorpusId:278190453"
A Review on Intermodal Transportation and Decarbonization: An Operations Research Perspective,"This paper reviews intermodal transportation systems and their role in decarbonizing freight networks from an operations research perspective, analyzing over a decade of studies (2010-2024). We present a chronological analysis of the literature, illustrating how the field evolved over time while highlighting the emergence of new research avenues. We observe a significant increase in research addressing decarbonization since 2018, driven by regulatory pressures and technological advancements. Our integrated analysis is organized around three themes: a) modality, b) sustainability, and c) solution techniques. Key recommendations include the development of multistage stochastic models to better manage uncertainties and disruptions within intermodal transportation systems. Further research could leverage innovative technologies like machine learning and blockchain to improve decision-making and resource use through stakeholder collaboration. Life cycle assessment models are also suggested to better understand emissions across transportation stages and support the transition to alternative energy sources.","[{'authorId': '2328292040', 'name': 'Madelaine Martinez Ferguson'}, {'authorId': '2143034520', 'name': 'Aliza Sharmin'}, {'authorId': '21702647', 'name': 'M. C. Camur'}, {'authorId': '2303805053', 'name': 'Xueping Li'}]",2025.0,,,https://www.semanticscholar.org/paper/a8ef3ebdb3aba1bde3c98e0840dd1a398aca88fe,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2503.12322, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,218,,['Review'],['Mathematics'],"{'ArXiv': '2503.12322', 'CorpusId': 277065965}",0,"Madelaine Martinez Ferguson, Aliza Sharmin, M. C. Camur, Xueping Li",Review,"ArXiv:2503.12322, CorpusId:277065965"
Why Are Other Teachers More Inclusive in Online Learning Than Us? Exploring Challenges Faced by Teachers of Blind and Visually Impaired Students: A Literature Review,"Distance learning has grown rapidly in recent years. E-learning can aid teachers of students with disabilities, particularly visually impaired students (VISs), by offering versatility, accessibility, enhanced communication, adaptability, and a wide range of multimedia and non-verbal teaching methods. However, the shift from traditional face-to-face instruction to online platforms, especially during the pandemic, introduced unique challenges for VISs, with respect to including instructional methodologies, accessibility, and the integration of suitable technology. Recent research has shown that the resources and facilities of educational institutions pose challenges for teachers of visually impaired students (TVISs). This study conducts a literature review of research studies from the years 2000 to 2024 to identify significant issues encountered by TVISs with online learning to show the effects of distance learning before, during, and after the pandemic. This systematic literature review examines 25 publications. The evaluation reveals technological problems affecting the educational experience of visually impaired educators through a methodical categorization and analysis of these papers. The results emphasize important problems and suggest solutions, providing valuable knowledge for experts in education and legislation. The study recommends technology solutions to support instructors in providing inclusive online learning environments for VISs.","[{'authorId': '2323642135', 'name': 'Rana Ghoneim'}, {'authorId': '71953310', 'name': 'Wajdi Aljedaani'}, {'authorId': '2323648149', 'name': 'Renee Bryce'}, {'authorId': '2197810397', 'name': 'Yasir Javed'}, {'authorId': '2200191864', 'name': 'Zafar Iqbal Khan'}]",2024.0,De Computis,"{'volume': '13', 'pages': '247', 'name': 'Comput.'}",https://www.semanticscholar.org/paper/819972aabfa01f9713ce6ccda77dcc9a5d936f4e,True,"{'url': 'https://doi.org/10.3390/computers13100247', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/computers13100247?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/computers13100247, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",11,78,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/computers/GhoneimABJK24', 'DOI': '10.3390/computers13100247', 'CorpusId': 273008513}",1,"Rana Ghoneim, Wajdi Aljedaani, Renee Bryce, Yasir Javed, Zafar Iqbal Khan","JournalArticle, Review","DBLP:journals/computers/GhoneimABJK24, DOI:10.3390/computers13100247, CorpusId:273008513"
"Knowledge management in small and medium enterprises: a systematic literature review, bibliometric analysis, and research agenda","
Purpose
Knowledge management effects on business performances are of great importance for companies. Yet, they are still overlooked by current literature. Moreover, the use of methods for bibliometric reviews and content analysis reinforces the need for relevant work on the current state of knowledge management application. To this end, this study aims to identify the main barriers for the application of knowledge management in small and medium-sized enterprises. A research agenda is then proposed.


Design/methodology/approach
A systematic literature review was performed using data collection, bibliometric analysis and content analysis' steps. The sample used in this study contained 45 papers. For the bibliometric analysis, the authors used the bibliometrix (in RStudio). The content analysis was then performed to infer barriers, factors of relevance and an agenda of questions for future research.


Findings
The authors found that using knowledge management techniques to optimize business performance results in competitive advantages for small and medium-sized companies. This study contributes to both practitioners and academics by providing a list of 19 barriers, 12 factors and 36 research questions related to knowledge management in small and medium-sized companies to develop future theoretical and practical studies.


Originality/value
This study demonstrates the propensity and interest of small and medium-sized companies in using knowledge management. However, some barriers might make it difficult to implement this approach.
","[{'authorId': '2292739460', 'name': 'Emerson Ramos Cordeiro'}, {'authorId': '2083680362', 'name': 'F. H. Lermen'}, {'authorId': '146399891', 'name': 'C. Mello'}, {'authorId': '35207612', 'name': 'Alberto Ferraris'}, {'authorId': '2399286234', 'name': 'Katarina Valaskova'}]",2023.0,Journal of Knowledge Management,"{'volume': '28', 'pages': '590-612', 'name': 'J. Knowl. Manag.'}",https://www.semanticscholar.org/paper/c0fa441c881a03ea7cd8cdd65d1507b092e13059,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1108/jkm-10-2022-0800?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1108/jkm-10-2022-0800, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",38,101,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/jkm/CordeiroLMFV24', 'DOI': '10.1108/jkm-10-2022-0800', 'CorpusId': 259588486}",2,"Emerson Ramos Cordeiro, F. H. Lermen, C. Mello, Alberto Ferraris, Katarina Valaskova","JournalArticle, Review","DBLP:journals/jkm/CordeiroLMFV24, DOI:10.1108/jkm-10-2022-0800, CorpusId:259588486"
Business process modeling language selection for research modelers,"Business process modeling is a crucial aspect of domains such as Business Process Management and Software Engineering. The availability of various BPM languages in the market makes it challenging for process modelers to select the best-fit BPM language for a specific process modeling task. A decision model is necessary to systematically capture and make scattered knowledge on BPM languages available for reuse by process modelers and academics. This paper presents a decision model for the BPM language selection problem in research projects. The model contains mappings of 72 BPM features to 23 BPM languages. We validated and refined the decision model through 10 expert interviews with domain experts from various organizations. We evaluated the efficiency, validity, and generality of the decision model by conducting four case studies of academic research projects with their original researchers. The results confirmed that the decision model supports process modelers in the selection process by providing more insights into the decision process. Based on the empirical evidence from the case studies and domain expert feedback, we conclude that having the knowledge readily available in the decision model supports academics in making more informed decisions that align with their preferences and prioritized requirements. Furthermore, the captured knowledge provides a comprehensive overview of BPM languages, features, and quality characteristics that other researchers can employ to tackle future research challenges. Our observations indicate that BPMN is a commonly used modeling language for process modeling. Therefore, it is more sensible for academics to explain why they did not select BPMN than to discuss why they chose it for their research project(s).","[{'authorId': '40267505', 'name': 'Siamak Farshidi'}, {'authorId': '2219274023', 'name': 'Izaak Beer Kwantes'}, {'authorId': '1698329', 'name': 'S. Jansen'}]",2023.0,Journal of Software and Systems Modeling,"{'volume': '23', 'pages': '137 - 162', 'name': 'Software and Systems Modeling'}",https://www.semanticscholar.org/paper/1ba5ce42c0d47e8d8baf1f8ebcfb94b3b46b4471,True,"{'url': 'https://link.springer.com/content/pdf/10.1007/s10270-023-01110-8.pdf', 'status': 'CLOSED', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s10270-023-01110-8?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s10270-023-01110-8, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",15,134,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/sosym/FarshidiKJ24', 'DOI': '10.1007/s10270-023-01110-8', 'CorpusId': 258973736}",1,"Siamak Farshidi, Izaak Beer Kwantes, S. Jansen","JournalArticle, Review","DBLP:journals/sosym/FarshidiKJ24, DOI:10.1007/s10270-023-01110-8, CorpusId:258973736"
"Synthesized Evaluation of Reinforced Concrete Bridge Defects, Their Non-Destructive Inspection and Analysis Methods: A Systematic Review and Bibliometric Analysis of the Past Three Decades","Defects are essential indicators to gauge the structural integrity and safety of reinforced concrete bridges. Non-destructive inspection has been pervasively explored over the last three decades to localize and characterize surface and subsurface anomalies in reinforced concrete bridges. In addition, different fuzzy set theory-based, computer vision and artificial intelligence algorithms were leveraged to analyze the data garnered from non-destructive evaluation techniques. In light of the foregoing, this research paper presents a mixed review method that encompasses both bibliometric and systematic analyses of the state-of-the-art work pertinent to the assessment of reinforced concrete bridge defects using non-destructive techniques (CBD_NDT). In this context, this study reviews the literature of journal articles and book chapters indexed in Scopus and Web of Science databases from 1991 to the end of September 2022. To this end, 505 core peer-reviewed journal articles and book chapters are compiled for evaluation after conducting forward and backward snowballing alongside removing irrelevant papers. This research study then exploits both VOSVIEWER and Bibiometrix R Package for the purpose of network visualization and scientometric mapping of the appended research studies. Thereafter, this paper carries out a multifaceted systematic review analysis of the identified literature covering tackled bridge defects, used non-destructive techniques, data processing methods, public datasets, key findings and future research directions. The present study is expected to assist practitioners and policymakers to conceive and synthesize existing research and development bodies, and future trends in the domain of the assessment of bridge defects using non-destructive techniques. It can also aid in raising awareness of the importance of defect management in bridge maintenance systems.","[{'authorId': '29984511', 'name': 'E. M. Abdelkader'}, {'authorId': '1784068', 'name': 'T. Zayed'}, {'authorId': '2212442361', 'name': 'Nour Faris'}]",2023.0,Buildings,{'name': 'Buildings'},https://www.semanticscholar.org/paper/a7eac41847084ce4de1d91dfe500d0284f8c3bd8,True,"{'url': 'https://www.mdpi.com/2075-5309/13/3/800/pdf?version=1679376818', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/buildings13030800?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/buildings13030800, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",27,250,,['Review'],,"{'DOI': '10.3390/buildings13030800', 'CorpusId': 257657218}",0,"E. M. Abdelkader, T. Zayed, Nour Faris",Review,"DOI:10.3390/buildings13030800, CorpusId:257657218"
Introducing contextual transparency for automated decision systems,,"[{'authorId': '2058043130', 'name': 'Mona Sloane'}, {'authorId': '2171366809', 'name': 'Ian Solano-Kamaiko'}, {'authorId': '2190116160', 'name': 'Jun Yuan'}, {'authorId': '2333777', 'name': 'Aritra Dasgupta'}, {'authorId': '1682824', 'name': 'J. Stoyanovich'}]",2023.0,Nature Machine Intelligence,"{'volume': '5', 'pages': '187-195', 'name': 'Nature Machine Intelligence'}",https://www.semanticscholar.org/paper/d4b0aae1ece44bdc1945fd22069a10a7989cf30d,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1038/s42256-023-00623-7?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1038/s42256-023-00623-7, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",11,97,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/natmi/SloaneSYDS23', 'DOI': '10.1038/s42256-023-00623-7', 'CorpusId': 257527472}",1,"Mona Sloane, Ian Solano-Kamaiko, Jun Yuan, Aritra Dasgupta, J. Stoyanovich",JournalArticle,"DBLP:journals/natmi/SloaneSYDS23, DOI:10.1038/s42256-023-00623-7, CorpusId:257527472"
Which complexity? A review of typologies and a framework proposal for characterizing complexity-based approaches,"PurposeThe purpose of this paper is twofold: (1) to map and analyze existing complexity typologies and (2) to develop a framework for characterizing complexity-based approaches.Design/methodology/approachThis study was conducted in three stages: (1) initial identification of typologies related to complexity following a structured procedure based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) protocol; (2) backward and forward review to identify additional relevant typologies and (3) content analysis of the selected typologies, categorization and framework development.FindingsBased on 17 selected typologies, a comprehensive overview of complexity studies is provided. Each typology is described considering key concepts, contributions and convergences and differences between them. The epistemological, theoretical and methodological diversity of complexity studies was explored, allowing the identification of the main schools of thought and authors. A framework for characterizing complexity-based approaches was proposed including the following perspectives: ontology of complexity, epistemology of complexity, purpose and object of interest, methodology and methods and theoretical pillars.Originality/valueThis study examines the main typologies of complexity from an integrated and multidisciplinary perspective and, based on that, proposes a novel framework to understanding and characterizing complexity-based approaches.","[{'authorId': '2102561452', 'name': 'T. Sigahi'}, {'authorId': '2092410194', 'name': 'L. Sznelwar'}]",2023.0,Kybernetes,"{'volume': '53', 'pages': '1374-1394', 'name': 'Kybernetes'}",https://www.semanticscholar.org/paper/467c8c56454a1ee5c67e5c87723efe2751e2300a,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1108/k-11-2022-1507?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1108/k-11-2022-1507, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",7,63,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/kybernetes/SigahiS24', 'DOI': '10.1108/k-11-2022-1507', 'CorpusId': 256889789}",1,"T. Sigahi, L. Sznelwar","JournalArticle, Review","DBLP:journals/kybernetes/SigahiS24, DOI:10.1108/k-11-2022-1507, CorpusId:256889789"
From Sport Policy to National Federation Sport Policy: An Integrative Literature Review and Conceptualisation Attempt,"The notion of sport policy is a relatively recent subject of study, but it has been frequently used over the last 20 years, particularly referring to governmental sport policies. However, less research has been conducted in the field of national sport federations (NSFs), which are key non-governmental structures in governing, organising and sustaining the development of sports. The objective of this article is to propose a conceptualisation of the notion of sport policy adapted to NSFs. The proposed approach consists of two steps: first, we conducted an extensive integrative literature review around the notion of sport policy. Second, based on the literature review, we developed a model that conceptualises what an NSF sport policy is. This conceptual model is intended to be a useful analytical tool to design, implement and assess the success of a sport policy for both researchers and practitioners working in the field of NSFs.","[{'authorId': '2060040830', 'name': 'Bastien Viollet'}, {'authorId': '2622580', 'name': 'N. Scelles'}, {'authorId': '50448887', 'name': 'Q. Peng'}]",2023.0,Sustainability,{'name': 'Sustainability'},https://www.semanticscholar.org/paper/baf22d5308a8f1097c2022a4d85bfc0a665f2a34,True,"{'url': 'https://www.mdpi.com/2071-1050/15/4/2949/pdf?version=1676547902', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/su15042949?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/su15042949, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",9,111,,['Review'],,"{'DOI': '10.3390/su15042949', 'CorpusId': 256684381}",0,"Bastien Viollet, N. Scelles, Q. Peng",Review,"DOI:10.3390/su15042949, CorpusId:256684381"
Adopting BIM to Facilitate Dispute Management in the Construction Industry: A Conceptual Framework Development,,"[{'authorId': '2188459592', 'name': 'Jinpeng Wang'}, {'authorId': '143973904', 'name': 'S. Zhang'}, {'authorId': '143657714', 'name': 'P. Fenn'}, {'authorId': '2115828187', 'name': 'Xiaowei Luo'}, {'authorId': '2156649204', 'name': 'Yan Liu'}, {'authorId': '2188459949', 'name': 'Lilin Zhao'}]",2023.0,Journal of construction engineering and management,{'name': 'Journal of Construction Engineering and Management'},https://www.semanticscholar.org/paper/9f667c77be9507f339eb780da732e278945d57d1,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1061/(asce)co.1943-7862.0002419?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1061/(asce)co.1943-7862.0002419, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",24,67,,,,"{'DOI': '10.1061/(asce)co.1943-7862.0002419', 'CorpusId': 253028716}",0,"Jinpeng Wang, S. Zhang, P. Fenn, Xiaowei Luo, Yan Liu, Lilin Zhao",,"DOI:10.1061/(asce)co.1943-7862.0002419, CorpusId:253028716"
A review of the use of artificial intelligence methods in infrastructure systems,,"[{'authorId': '145205351', 'name': 'L. McMillan'}, {'authorId': '2103905190', 'name': 'Liz Varga'}]",2022.0,Engineering applications of artificial intelligence,{'name': 'Engineering Applications of Artificial Intelligence'},https://www.semanticscholar.org/paper/51f072559eb1a4f6efc6e46a018ceb31758e7fd2,True,"{'url': 'https://doi.org/10.1016/j.engappai.2022.105472', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.engappai.2022.105472?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.engappai.2022.105472, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",83,201,,['Review'],,"{'DOI': '10.1016/j.engappai.2022.105472', 'CorpusId': 253010765}",2,"L. McMillan, Liz Varga",Review,"DOI:10.1016/j.engappai.2022.105472, CorpusId:253010765"
